Reviewer,Review,Review_en,SeparatedSentences,ReviewDate
傻酷的风,"

                        1、Jules:有钦佩的人么？ Ben惠特克:Jules Austine. Jules:名言呢？ Ben:You're never wrong to do the right thing. Jules:谁说的？你吗？ Ben:是的，但我很确信马克吐温先说的。  2、Ben:电话薄公司一做就是四十年。  3、Jules:我忘了喝酒前要吃点东西。I forgot you got to ...

                         (展开)
                    ","Jules: Do you have any admirers? Ben Whitaker: Jules Austine. Jules: What about the words? Ben:You're never wrong to do the right thing。 Jules: Who said that?Ben: Yes, but I'm pretty sure Mark Twain said it first.  Ben: Phone book companies have been doing it for 40 years.  Jules: I forgot to eat something before drinking.I forgot you got to 。。。

                         (Deployment)",Jules: What about the words?,2015-12-19 21:47:05
傻酷的风,"

                        1、Jules:有钦佩的人么？ Ben惠特克:Jules Austine. Jules:名言呢？ Ben:You're never wrong to do the right thing. Jules:谁说的？你吗？ Ben:是的，但我很确信马克吐温先说的。  2、Ben:电话薄公司一做就是四十年。  3、Jules:我忘了喝酒前要吃点东西。I forgot you got to ...

                         (展开)
                    ","Jules: Do you have any admirers? Ben Whitaker: Jules Austine. Jules: What about the words? Ben:You're never wrong to do the right thing。 Jules: Who said that?Ben: Yes, but I'm pretty sure Mark Twain said it first.  Ben: Phone book companies have been doing it for 40 years.  Jules: I forgot to eat something before drinking.I forgot you got to 。。。

                         (Deployment)","Ben:You're never wrong to do the right thing。 Jules: Who said that?Ben: Yes, but I'm pretty sure Mark Twain said it first.",2015-12-19 21:47:05
傻酷的风,"

                        1、Jules:有钦佩的人么？ Ben惠特克:Jules Austine. Jules:名言呢？ Ben:You're never wrong to do the right thing. Jules:谁说的？你吗？ Ben:是的，但我很确信马克吐温先说的。  2、Ben:电话薄公司一做就是四十年。  3、Jules:我忘了喝酒前要吃点东西。I forgot you got to ...

                         (展开)
                    ","Jules: Do you have any admirers? Ben Whitaker: Jules Austine. Jules: What about the words? Ben:You're never wrong to do the right thing。 Jules: Who said that?Ben: Yes, but I'm pretty sure Mark Twain said it first.  Ben: Phone book companies have been doing it for 40 years.  Jules: I forgot to eat something before drinking.I forgot you got to 。。。

                         (Deployment)",Ben: Phone book companies have been doing it for 40 years.,2015-12-19 21:47:05
傻酷的风,"

                        1、Jules:有钦佩的人么？ Ben惠特克:Jules Austine. Jules:名言呢？ Ben:You're never wrong to do the right thing. Jules:谁说的？你吗？ Ben:是的，但我很确信马克吐温先说的。  2、Ben:电话薄公司一做就是四十年。  3、Jules:我忘了喝酒前要吃点东西。I forgot you got to ...

                         (展开)
                    ","Jules: Do you have any admirers? Ben Whitaker: Jules Austine. Jules: What about the words? Ben:You're never wrong to do the right thing。 Jules: Who said that?Ben: Yes, but I'm pretty sure Mark Twain said it first.  Ben: Phone book companies have been doing it for 40 years.  Jules: I forgot to eat something before drinking.I forgot you got to 。。。

                         (Deployment)","Jules: I forgot to eat something before drinking.I forgot you got to 。。。

                         (Deployment)",2015-12-19 21:47:05
半碗馄饨,"

                            导演: 南希·迈耶斯     主演: 罗伯特·德尼罗 / 安妮·海瑟薇 / 蕾妮·罗素     退休再上岗无论是在现实中还是在电影中似乎都是一个乏善可陈的话题，了无新意不说还令人觉得死气沉沉，但一个70岁的实习生在最新潮的IT公司上班，这就吸引人眼球了。我们总能接触到那些退休...

                         (展开)
                    ","Retirement and re-employment may seem like a dull topic in reality and in movies, but a 70-year-old intern at the latest IT company attracts attention.We always have access to those who retire.。。

                         (Deployment)","Retirement and re-employment may seem like a dull topic in reality and in movies, but a 70-year-old intern at the latest IT company attracts attention.We always have access to those who retire.。。

                         (Deployment)",2016-01-11 19:13:28
阿鱼,"

                         开片第一幕，Ben，一位70岁高龄已退休的鳏夫，边耍太极边意味深长地说道：“弗洛伊德说：‘爱情和工作，就是生活的全部。’”（Freud said,""Love and work.Work and love.That's all there is.""）被定义为生活全部的爱情和生活皆离Ben而去，虽曾经拥有过。  为了填补失去两者...

                         (展开)
                    ","In the opening scene, Ben, a 70-year-old retired widower, plays Tai Chi and says meaningfully: ""Freud said: 'Love and work are everything in life.'’”（Freud said,""Love and work。Work and love。That's all there is。It's defined as the entire love and life of living away from Ben, even though it was once owned.  To compensate for the loss of both.。。

                         (Deployment)","In the opening scene, Ben, a 70-year-old retired widower, plays Tai Chi and says meaningfully: ""Freud said: 'Love and work are everything in life.",2016-01-13 8:58:32
阿鱼,"

                         开片第一幕，Ben，一位70岁高龄已退休的鳏夫，边耍太极边意味深长地说道：“弗洛伊德说：‘爱情和工作，就是生活的全部。’”（Freud said,""Love and work.Work and love.That's all there is.""）被定义为生活全部的爱情和生活皆离Ben而去，虽曾经拥有过。  为了填补失去两者...

                         (展开)
                    ","In the opening scene, Ben, a 70-year-old retired widower, plays Tai Chi and says meaningfully: ""Freud said: 'Love and work are everything in life.'’”（Freud said,""Love and work。Work and love。That's all there is。It's defined as the entire love and life of living away from Ben, even though it was once owned.  To compensate for the loss of both.。。

                         (Deployment)","’”（Freud said,""Love and work。Work and love。That's all there is。It's defined as the entire love and life of living away from Ben, even though it was once owned.",2016-01-13 8:58:32
阿鱼,"

                         开片第一幕，Ben，一位70岁高龄已退休的鳏夫，边耍太极边意味深长地说道：“弗洛伊德说：‘爱情和工作，就是生活的全部。’”（Freud said,""Love and work.Work and love.That's all there is.""）被定义为生活全部的爱情和生活皆离Ben而去，虽曾经拥有过。  为了填补失去两者...

                         (展开)
                    ","In the opening scene, Ben, a 70-year-old retired widower, plays Tai Chi and says meaningfully: ""Freud said: 'Love and work are everything in life.'’”（Freud said,""Love and work。Work and love。That's all there is。It's defined as the entire love and life of living away from Ben, even though it was once owned.  To compensate for the loss of both.。。

                         (Deployment)","To compensate for the loss of both.。。

                         (Deployment)",2016-01-13 8:58:32
几何乡,"

                        罗伯特·德尼罗在南希·迈耶斯这部华丽的主流喜剧中出色地饰演了一名高级实习生。 南希·迈耶斯的《实习生》注定是一部在长途飞行中同样值得欣赏的电影，也是一部文化理论家喜欢的电影，它是一部关于世界碰撞的流畅的主流喜剧。 我们的英雄是本·惠特克(罗伯特·德尼罗饰)，他...

                         (展开)
                    ","Robert De Niro excelled as a senior intern in Nancy Meyers' gorgeous mainstream comedy. Nancy Meyers' The Intern is destined to be an equally enjoyable film on a long flight, and a favorite of cultural theorists, a fluid mainstream comedy about world collisions. Our hero is Ben Whitaker (Robert De Niro), him.。。

                         (Deployment)",Robert De Niro excelled as a senior intern in Nancy Meyers' gorgeous mainstream comedy.,2023-11-08 9:26:33
几何乡,"

                        罗伯特·德尼罗在南希·迈耶斯这部华丽的主流喜剧中出色地饰演了一名高级实习生。 南希·迈耶斯的《实习生》注定是一部在长途飞行中同样值得欣赏的电影，也是一部文化理论家喜欢的电影，它是一部关于世界碰撞的流畅的主流喜剧。 我们的英雄是本·惠特克(罗伯特·德尼罗饰)，他...

                         (展开)
                    ","Robert De Niro excelled as a senior intern in Nancy Meyers' gorgeous mainstream comedy. Nancy Meyers' The Intern is destined to be an equally enjoyable film on a long flight, and a favorite of cultural theorists, a fluid mainstream comedy about world collisions. Our hero is Ben Whitaker (Robert De Niro), him.。。

                         (Deployment)","Nancy Meyers' The Intern is destined to be an equally enjoyable film on a long flight, and a favorite of cultural theorists, a fluid mainstream comedy about world collisions.",2023-11-08 9:26:33
几何乡,"

                        罗伯特·德尼罗在南希·迈耶斯这部华丽的主流喜剧中出色地饰演了一名高级实习生。 南希·迈耶斯的《实习生》注定是一部在长途飞行中同样值得欣赏的电影，也是一部文化理论家喜欢的电影，它是一部关于世界碰撞的流畅的主流喜剧。 我们的英雄是本·惠特克(罗伯特·德尼罗饰)，他...

                         (展开)
                    ","Robert De Niro excelled as a senior intern in Nancy Meyers' gorgeous mainstream comedy. Nancy Meyers' The Intern is destined to be an equally enjoyable film on a long flight, and a favorite of cultural theorists, a fluid mainstream comedy about world collisions. Our hero is Ben Whitaker (Robert De Niro), him.。。

                         (Deployment)","Our hero is Ben Whitaker (Robert De Niro), him.。。

                         (Deployment)",2023-11-08 9:26:33
@Jts-hj4fx,""" 你可以和我和我老婆葬在一起，我们刚好有空间 ” 。。。这安慰方式意外得戳中我的笑点       但感觉好温馨哦。。",""" You can bury me and my wife, we just have room."" This comforting way unexpectedly poked my smile, but it felt so warm. 。",""" You can bury me and my wife, we just have room.""",
@Jts-hj4fx,""" 你可以和我和我老婆葬在一起，我们刚好有空间 ” 。。。这安慰方式意外得戳中我的笑点       但感觉好温馨哦。。",""" You can bury me and my wife, we just have room."" This comforting way unexpectedly poked my smile, but it felt so warm. 。","This comforting way unexpectedly poked my smile, but it felt so warm.",
@Jts-hj4fx,""" 你可以和我和我老婆葬在一起，我们刚好有空间 ” 。。。这安慰方式意外得戳中我的笑点       但感觉好温馨哦。。",""" You can bury me and my wife, we just have room."" This comforting way unexpectedly poked my smile, but it felt so warm. 。",。,
@fangzhengchen7620,每次看这部电影都受到鼓舞 70岁的老人都活的这么励志 自己不能落后呢了,"Every time I watch this movie, I'm encouraged that 70-year-olds are so motivated to live that they can't be left behind.","Every time I watch this movie, I'm encouraged that 70-year-olds are so motivated to live that they can't be left behind.",
@Jun-bt9qz,敬老尊賢就應該用在這種老人身上 那種硬搶博愛座的只是老而已,Respect for the elderly and the wise should be used for this kind of old man. That kind of hard-boiled philanthropist is just old man.,Respect for the elderly and the wise should be used for this kind of old man.,
@Jun-bt9qz,敬老尊賢就應該用在這種老人身上 那種硬搶博愛座的只是老而已,Respect for the elderly and the wise should be used for this kind of old man. That kind of hard-boiled philanthropist is just old man.,That kind of hard-boiled philanthropist is just old man.,
@m0studio,真的是經典電影，以前看過，看完了對人生很有啟發,"It's really a classic movie, I've seen it before, and it's very inspiring to see it all.","It's really a classic movie, I've seen it before, and it's very inspiring to see it all.",
@yangou6899,老爺爺年輕的時候可是教父，是經過大風大浪的男人，怎麼能可能搞不定這些瑣碎事務呢,"Grandpa was a godfather when he was young, a man who had been through a lot of trouble. How could he not do such trivial things","Grandpa was a godfather when he was young, a man who had been through a lot of trouble.",
@yangou6899,老爺爺年輕的時候可是教父，是經過大風大浪的男人，怎麼能可能搞不定這些瑣碎事務呢,"Grandpa was a godfather when he was young, a man who had been through a lot of trouble. How could he not do such trivial things",How could he not do such trivial things,
@user-kz8ex3pz8p,人生中能遇到这样的一个老人  也是三生有幸吧,It's a pleasure to meet such an old man in your life.,It's a pleasure to meet such an old man in your life.,
@mengyichen3264,"特别治愈看这个老爷爷演的戏。 他的皱纹都是按照微笑的面部肌肉纹理长得，和蔼可亲。
每一部戏都很温暖，看完就像喝了一晚热汤，暖呼呼。
不过请问怎么给你发推荐电影的消息？","It's especially healing to see this grandfather play. His wrinkles are all grown according to the texture of the smiling facial muscles, amiable.
 Every play is very warm, after watching like a night of hot soup, warm hoo.
 But how do I send you the news of the movie recommendations?",It's especially healing to see this grandfather play.,
@mengyichen3264,"特别治愈看这个老爷爷演的戏。 他的皱纹都是按照微笑的面部肌肉纹理长得，和蔼可亲。
每一部戏都很温暖，看完就像喝了一晚热汤，暖呼呼。
不过请问怎么给你发推荐电影的消息？","It's especially healing to see this grandfather play. His wrinkles are all grown according to the texture of the smiling facial muscles, amiable.
 Every play is very warm, after watching like a night of hot soup, warm hoo.
 But how do I send you the news of the movie recommendations?","His wrinkles are all grown according to the texture of the smiling facial muscles, amiable.",
@mengyichen3264,"特别治愈看这个老爷爷演的戏。 他的皱纹都是按照微笑的面部肌肉纹理长得，和蔼可亲。
每一部戏都很温暖，看完就像喝了一晚热汤，暖呼呼。
不过请问怎么给你发推荐电影的消息？","It's especially healing to see this grandfather play. His wrinkles are all grown according to the texture of the smiling facial muscles, amiable.
 Every play is very warm, after watching like a night of hot soup, warm hoo.
 But how do I send you the news of the movie recommendations?","Every play is very warm, after watching like a night of hot soup, warm hoo.",
@mengyichen3264,"特别治愈看这个老爷爷演的戏。 他的皱纹都是按照微笑的面部肌肉纹理长得，和蔼可亲。
每一部戏都很温暖，看完就像喝了一晚热汤，暖呼呼。
不过请问怎么给你发推荐电影的消息？","It's especially healing to see this grandfather play. His wrinkles are all grown according to the texture of the smiling facial muscles, amiable.
 Every play is very warm, after watching like a night of hot soup, warm hoo.
 But how do I send you the news of the movie recommendations?",But how do I send you the news of the movie recommendations?,
@juneho9821,"这是一部很舒服的电影，我第一次看就喜欢。它给了我们一个很好的想法，或许老人家在新科技和新技术面前不及年轻人，但是他们的人生阅历和智慧可以给我们很多的建议和方法。老人和年轻人不是反义词，更不是一组矛盾，而是互补的组合。
btw：介绍你看一下（恋恋书中人），不错的一部爱情喜剧","It was a very comfortable movie and I loved it the first time I saw it. It gives us a good idea, maybe the elderly are not as good as the young in the face of new technologies and new technologies, but their life experience and wisdom can give us a lot of advice and methods. Old people and young people are not antonyms, let alone a set of contradictions, but a complementary combination.
 Btw: Let me introduce you to a good romantic comedy.",It was a very comfortable movie and I loved it the first time I saw it.,
@juneho9821,"这是一部很舒服的电影，我第一次看就喜欢。它给了我们一个很好的想法，或许老人家在新科技和新技术面前不及年轻人，但是他们的人生阅历和智慧可以给我们很多的建议和方法。老人和年轻人不是反义词，更不是一组矛盾，而是互补的组合。
btw：介绍你看一下（恋恋书中人），不错的一部爱情喜剧","It was a very comfortable movie and I loved it the first time I saw it. It gives us a good idea, maybe the elderly are not as good as the young in the face of new technologies and new technologies, but their life experience and wisdom can give us a lot of advice and methods. Old people and young people are not antonyms, let alone a set of contradictions, but a complementary combination.
 Btw: Let me introduce you to a good romantic comedy.","It gives us a good idea, maybe the elderly are not as good as the young in the face of new technologies and new technologies, but their life experience and wisdom can give us a lot of advice and methods.",
@juneho9821,"这是一部很舒服的电影，我第一次看就喜欢。它给了我们一个很好的想法，或许老人家在新科技和新技术面前不及年轻人，但是他们的人生阅历和智慧可以给我们很多的建议和方法。老人和年轻人不是反义词，更不是一组矛盾，而是互补的组合。
btw：介绍你看一下（恋恋书中人），不错的一部爱情喜剧","It was a very comfortable movie and I loved it the first time I saw it. It gives us a good idea, maybe the elderly are not as good as the young in the face of new technologies and new technologies, but their life experience and wisdom can give us a lot of advice and methods. Old people and young people are not antonyms, let alone a set of contradictions, but a complementary combination.
 Btw: Let me introduce you to a good romantic comedy.","Old people and young people are not antonyms, let alone a set of contradictions, but a complementary combination.",
@juneho9821,"这是一部很舒服的电影，我第一次看就喜欢。它给了我们一个很好的想法，或许老人家在新科技和新技术面前不及年轻人，但是他们的人生阅历和智慧可以给我们很多的建议和方法。老人和年轻人不是反义词，更不是一组矛盾，而是互补的组合。
btw：介绍你看一下（恋恋书中人），不错的一部爱情喜剧","It was a very comfortable movie and I loved it the first time I saw it. It gives us a good idea, maybe the elderly are not as good as the young in the face of new technologies and new technologies, but their life experience and wisdom can give us a lot of advice and methods. Old people and young people are not antonyms, let alone a set of contradictions, but a complementary combination.
 Btw: Let me introduce you to a good romantic comedy.",Btw: Let me introduce you to a good romantic comedy.,
@luchen9640,罗伯特德尼罗老了更帅更可爱，喜欢,Robert De Niro is older and cuter and loves it.,Robert De Niro is older and cuter and loves it.,
@runpingwu2941,十三年前，安妮海瑟薇就那个助理，如今当了老板,"Anne Hathaway was the assistant thirteen years ago, and now she's the boss.","Anne Hathaway was the assistant thirteen years ago, and now she's the boss.",
"
              @cheapaoe
            ",當時看完這部 覺得勞勃·狄尼洛演的不錯 隔年阿公歐買尬上映也是勞勃·狄尼洛主演 看完吐血 形象差這麼多,"After watching this movie, I thought Robert De Niro was doing a good job. The next year, it was also starring Robert De Niro. After watching the blood spitting, the image was so bad.","After watching this movie, I thought Robert De Niro was doing a good job.",
"
              @cheapaoe
            ",當時看完這部 覺得勞勃·狄尼洛演的不錯 隔年阿公歐買尬上映也是勞勃·狄尼洛主演 看完吐血 形象差這麼多,"After watching this movie, I thought Robert De Niro was doing a good job. The next year, it was also starring Robert De Niro. After watching the blood spitting, the image was so bad.","The next year, it was also starring Robert De Niro.",
"
              @cheapaoe
            ",當時看完這部 覺得勞勃·狄尼洛演的不錯 隔年阿公歐買尬上映也是勞勃·狄尼洛主演 看完吐血 形象差這麼多,"After watching this movie, I thought Robert De Niro was doing a good job. The next year, it was also starring Robert De Niro. After watching the blood spitting, the image was so bad.","After watching the blood spitting, the image was so bad.",
@sylvia4033,如果你願意放下偏見和歧視，聽長輩的一席話，將可帶給你很多想像不到的收穫,"If you are willing to let go of prejudice and discrimination, listening to the elders will bring you a lot of unimaginable gains.","If you are willing to let go of prejudice and discrimination, listening to the elders will bring you a lot of unimaginable gains.",
@lightfresh6652,"他們倆在飯店那裡
主角說願意讓女主葬在他和他老婆之間
那時候看真的超感動的","They're both at the hotel.
 The protagonist says he's willing to let the mistress be buried between him and his wife.
 It was so touching.",They're both at the hotel.,
@lightfresh6652,"他們倆在飯店那裡
主角說願意讓女主葬在他和他老婆之間
那時候看真的超感動的","They're both at the hotel.
 The protagonist says he's willing to let the mistress be buried between him and his wife.
 It was so touching.",The protagonist says he's willing to let the mistress be buried between him and his wife.,
@lightfresh6652,"他們倆在飯店那裡
主角說願意讓女主葬在他和他老婆之間
那時候看真的超感動的","They're both at the hotel.
 The protagonist says he's willing to let the mistress be buried between him and his wife.
 It was so touching.",It was so touching.,
@user-tl1yx5my7h,這部戲我看了五遍以上 你的解說非常到位,"I've seen it more than five times, and your explanation is very good.","I've seen it more than five times, and your explanation is very good.",
@riveridea,感觉像是爸爸给女儿当助理。。,It feels like a father is an assistant to his daughter. 。,It feels like a father is an assistant to his daughter.,
@riveridea,感觉像是爸爸给女儿当助理。。,It feels like a father is an assistant to his daughter. 。,。,
@wolverine-no2fs,蘿蔔狄尼洛：我以前可是教父 別惹我,DINILO: I used to be a godfather. Don't mess with me.,DINILO: I used to be a godfather.,
@wolverine-no2fs,蘿蔔狄尼洛：我以前可是教父 別惹我,DINILO: I used to be a godfather. Don't mess with me.,Don't mess with me.,
@SIMtudios,"聘請（沒有關係）老人當助理的事，在現實生活根本不可能，
雖然這電影很感人　很勵志，
但是劇情一開始就告訴你這是作夢．．．．
－－－－－－－－－－－－－－－－－－－－－
當作看電影就好．．．
자세히 보기","It's impossible to hire an elderly person as an assistant in real life.
 Although this movie is very moving and inspirational,
 But at the beginning of the story, I told you it was a dream.
 －－－－－－－－－－－－－－－－－－－－－
 Think of it as a movie...
 자세히 보기",It's impossible to hire an elderly person as an assistant in real life.,
@SIMtudios,"聘請（沒有關係）老人當助理的事，在現實生活根本不可能，
雖然這電影很感人　很勵志，
但是劇情一開始就告訴你這是作夢．．．．
－－－－－－－－－－－－－－－－－－－－－
當作看電影就好．．．
자세히 보기","It's impossible to hire an elderly person as an assistant in real life.
 Although this movie is very moving and inspirational,
 But at the beginning of the story, I told you it was a dream.
 －－－－－－－－－－－－－－－－－－－－－
 Think of it as a movie...
 자세히 보기","Although this movie is very moving and inspirational,
 But at the beginning of the story, I told you it was a dream.",
@SIMtudios,"聘請（沒有關係）老人當助理的事，在現實生活根本不可能，
雖然這電影很感人　很勵志，
但是劇情一開始就告訴你這是作夢．．．．
－－－－－－－－－－－－－－－－－－－－－
當作看電影就好．．．
자세히 보기","It's impossible to hire an elderly person as an assistant in real life.
 Although this movie is very moving and inspirational,
 But at the beginning of the story, I told you it was a dream.
 －－－－－－－－－－－－－－－－－－－－－
 Think of it as a movie...
 자세히 보기","－－－－－－－－－－－－－－－－－－－－－
 Think of it as a movie...
 자세히 보기",
@karensuu7936,"等等，妳介紹的太棒了
我必須先去看完電影再回來看妳的解說","Wait a minute. You've introduced me so well.
 I have to go to the movies before I come back for your commentary.",Wait a minute.,
@karensuu7936,"等等，妳介紹的太棒了
我必須先去看完電影再回來看妳的解說","Wait a minute. You've introduced me so well.
 I have to go to the movies before I come back for your commentary.",You've introduced me so well.,
@karensuu7936,"等等，妳介紹的太棒了
我必須先去看完電影再回來看妳的解說","Wait a minute. You've introduced me so well.
 I have to go to the movies before I come back for your commentary.",I have to go to the movies before I come back for your commentary.,
@user-xx7de8ct8q,經驗永不過時 智慧亦然,"Experience never goes out of fashion, nor does wisdom.","Experience never goes out of fashion, nor does wisdom.",
@jojo8888able,這部電影，會在第四台很常重播，但每次都忍不住在看一次,"This movie will be rerun on Channel 4, but I can't bear to watch it once every time.","This movie will be rerun on Channel 4, but I can't bear to watch it once every time.",
@yanqingwang5063,这片看了好几遍，可以说是百看不腻，很温馨的电影。,"I've seen this movie several times, and it's a very pleasant movie to watch.","I've seen this movie several times, and it's a very pleasant movie to watch.",
@maxsunma7941,那麼好的片子,Such a good film.,Such a good film.,
@takashidevil91,最平静的电影诉说家。太棒了。,The quietest film ever told of the home. Fantastic.,The quietest film ever told of the home.,
@takashidevil91,最平静的电影诉说家。太棒了。,The quietest film ever told of the home. Fantastic.,Fantastic.,
@driftwood-f4p,這個頻道一直推薦好電影，也是我唯一訂閱的電影頻道。這電影我之前看過，對老頭為人處事深感敬佩，太圓滑了，反正我是做不到。對最后解說的總結“經驗永不過時” 有不同看法，經驗還要看什麽經驗，寫程序的經驗可能很快過時，但與人交流的經驗的有效期會非常非常長,"This channel has always recommended good movies and is the only movie channel I subscribe to. I've seen this movie before, and I admire the way the old man behaves. It's too smooth. I can't do it anyway. Experience is never out of date, experience depends on experience, experience in writing programs may quickly become obsolete, but experience in communicating with people can be very, very long-lasting",This channel has always recommended good movies and is the only movie channel I subscribe to.,
@driftwood-f4p,這個頻道一直推薦好電影，也是我唯一訂閱的電影頻道。這電影我之前看過，對老頭為人處事深感敬佩，太圓滑了，反正我是做不到。對最后解說的總結“經驗永不過時” 有不同看法，經驗還要看什麽經驗，寫程序的經驗可能很快過時，但與人交流的經驗的有效期會非常非常長,"This channel has always recommended good movies and is the only movie channel I subscribe to. I've seen this movie before, and I admire the way the old man behaves. It's too smooth. I can't do it anyway. Experience is never out of date, experience depends on experience, experience in writing programs may quickly become obsolete, but experience in communicating with people can be very, very long-lasting","I've seen this movie before, and I admire the way the old man behaves.",
@driftwood-f4p,這個頻道一直推薦好電影，也是我唯一訂閱的電影頻道。這電影我之前看過，對老頭為人處事深感敬佩，太圓滑了，反正我是做不到。對最后解說的總結“經驗永不過時” 有不同看法，經驗還要看什麽經驗，寫程序的經驗可能很快過時，但與人交流的經驗的有效期會非常非常長,"This channel has always recommended good movies and is the only movie channel I subscribe to. I've seen this movie before, and I admire the way the old man behaves. It's too smooth. I can't do it anyway. Experience is never out of date, experience depends on experience, experience in writing programs may quickly become obsolete, but experience in communicating with people can be very, very long-lasting",It's too smooth.,
@driftwood-f4p,這個頻道一直推薦好電影，也是我唯一訂閱的電影頻道。這電影我之前看過，對老頭為人處事深感敬佩，太圓滑了，反正我是做不到。對最后解說的總結“經驗永不過時” 有不同看法，經驗還要看什麽經驗，寫程序的經驗可能很快過時，但與人交流的經驗的有效期會非常非常長,"This channel has always recommended good movies and is the only movie channel I subscribe to. I've seen this movie before, and I admire the way the old man behaves. It's too smooth. I can't do it anyway. Experience is never out of date, experience depends on experience, experience in writing programs may quickly become obsolete, but experience in communicating with people can be very, very long-lasting",I can't do it anyway.,
@driftwood-f4p,這個頻道一直推薦好電影，也是我唯一訂閱的電影頻道。這電影我之前看過，對老頭為人處事深感敬佩，太圓滑了，反正我是做不到。對最后解說的總結“經驗永不過時” 有不同看法，經驗還要看什麽經驗，寫程序的經驗可能很快過時，但與人交流的經驗的有效期會非常非常長,"This channel has always recommended good movies and is the only movie channel I subscribe to. I've seen this movie before, and I admire the way the old man behaves. It's too smooth. I can't do it anyway. Experience is never out of date, experience depends on experience, experience in writing programs may quickly become obsolete, but experience in communicating with people can be very, very long-lasting","Experience is never out of date, experience depends on experience, experience in writing programs may quickly become obsolete, but experience in communicating with people can be very, very long-lasting",
@user-dm8sh4nd8j,您說的每個片都很好 永遠支持您的奉孝,"Everything you say is good, always support your filial piety","Everything you say is good, always support your filial piety",
@veryverygentle,CEO在公园和一群老人打太极。。。只能在电影里发生的情节,The CEO is playing Tai Chi with a group of old people in the park. ...the only thing that can happen in a movie.,The CEO is playing Tai Chi with a group of old people in the park.,
@veryverygentle,CEO在公园和一群老人打太极。。。只能在电影里发生的情节,The CEO is playing Tai Chi with a group of old people in the park. ...the only thing that can happen in a movie.,...the only thing that can happen in a movie.,
@fcl-xv3jj,爱和工作是生活的全部 然而我只有工作,"Love and work are everything in life, but I only have work.","Love and work are everything in life, but I only have work.",
@LiliWangsok,好了，小鸣的媳妇，你讲述的非常非常的棒，爱上了你的平静的语调和《看电影了没》感谢分享！愉快的周末！,"Well, Xiaoming's daughter-in-law, you told a very, very good story, fell in love with your calm tone and ""watch the movie"" thank you for sharing! Have a great weekend!","Well, Xiaoming's daughter-in-law, you told a very, very good story, fell in love with your calm tone and ""watch the movie"" thank you for sharing!",
@LiliWangsok,好了，小鸣的媳妇，你讲述的非常非常的棒，爱上了你的平静的语调和《看电影了没》感谢分享！愉快的周末！,"Well, Xiaoming's daughter-in-law, you told a very, very good story, fell in love with your calm tone and ""watch the movie"" thank you for sharing! Have a great weekend!",Have a great weekend!,
@spacefreedom,罗伯特德尼罗完全演出了”老有所为 老有所乐”。唯一一次羡慕老年生活。,"Robert De Niro has performed ""Aged for Old, Aged for Old."" The only time I envied old age.","Robert De Niro has performed ""Aged for Old, Aged for Old.""",
@spacefreedom,罗伯特德尼罗完全演出了”老有所为 老有所乐”。唯一一次羡慕老年生活。,"Robert De Niro has performed ""Aged for Old, Aged for Old."" The only time I envied old age.",The only time I envied old age.,
@esteelee8435,這個電影很好 解說的您也是 加油,It's a good movie. You're the one who explained it. Come on.,It's a good movie.,
@esteelee8435,這個電影很好 解說的您也是 加油,It's a good movie. You're the one who explained it. Come on.,You're the one who explained it.,
@esteelee8435,這個電影很好 解說的您也是 加油,It's a good movie. You're the one who explained it. Come on.,Come on.,
@GreatKenneth1,這集解說得很精彩，等不及看電影了。,This episode is so good that I can't wait to see the movie.,This episode is so good that I can't wait to see the movie.,
@tw8077919,"當年這部電影上映的時候我去電影院看了，我19歲，看完之後覺得jules太傻了 matt就是渣男啊 出軌是100%要分手的 那時候的我還沒談過認真的戀愛 
現在快24了 這一段也將近3年了 現在才發現當時理直氣壯講的話真的是不懂事 
幸好我另一半沒有出過軌 但我已經不是那個覺得出軌了就一定分手的人 我太能理解jules的心情 雖然心有不甘 但還是一個愛著的人 怎麼可能就這麼放下 雖說不是一定會原諒 但起碼不會覺得一定要分手
真的很喜歡這部電影 改變了我對很多事情的看法和觀點
자세히 보기","I went to the cinema when this movie was released, I was 19 years old, and after watching it, I thought that Jules was too stupid Matt was a scum man ah, cheating was 100% to break up at that time, I had not talked about serious love. 
 It's almost 24 years now, and now I'm almost three years old, and I'm just beginning to realize that I didn't really understand what I was saying. 
 Fortunately, my partner hasn't cheated, but I'm not the one who broke up when I feel cheated. I understand Jules' feelings too well, but I'm still in love. How can I just let go of it? I don't think I'll ever forgive you, but at least I don't think we have to break up.
 I really liked this movie, and it changed my perspective on a lot of things.
 자세히 보기","I went to the cinema when this movie was released, I was 19 years old, and after watching it, I thought that Jules was too stupid Matt was a scum man ah, cheating was 100% to break up at that time, I had not talked about serious love.",
